REGION,PRIMARY_SAMPLE_UNIT,STATION_NR,YEAR,MONTH,DAY,HABITAT_CD,STRAT,RUGOSITY_CD,WTD_RUG,MEAN_RUG,LAT_DEGREES,LON_DEGREES,MAPGRID_NR,SUB_REGION_NAME,SUB_REGION_NR,ZONE_NAME,ZONE_NR,MPA_NAME,MPA_NR,ADMIN,PROT,DEPTH_STRAT,MIN_DEPTH,MAX_DEPTH,METERS_COMPLETED,SPECIES_CD,SPECIES_NAME,N,JUV,MAX_DIAMETER,PERP_DIAMETER,HEIGHT,OLD_MORT,RECENT_MORT,BLEACH_CONDITION,DISEASE
PRICO,6087,1,2019,12,29,AGRF,AGRF_SHLW,NA,NA,0.396,17.93950917,-66.96278899,4771902,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,SHLW,1.828799941,3.352799893,10,AGA AGAR,Agaricia agaricites,1,0,10,7,2,0,0,N,A
PRICO,6097,1,2019,9,10,PTRF,PTRF_DEEP,NA,NA,0.812,17.95202712,-67.32748642,4908769,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,14.93519952,16.76399946,8,AGA AGAR,Agaricia agaricites,1,0,12,11,4,0,0,N,A
PRICO,6097,1,2019,9,10,PTRF,PTRF_DEEP,NA,NA,0.812,17.95202712,-67.32748642,4908769,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,14.93519952,16.76399946,8,AGA AGAR,Agaricia agaricites,1,0,7,6,3,0,5,N,A
PRICO,6097,1,2019,9,10,PTRF,PTRF_DEEP,NA,NA,0.812,17.95202712,-67.32748642,4908769,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,14.93519952,16.76399946,8,AGA AGAR,Agaricia agaricites,1,0,23,17,14,0,0,N,A
PRICO,6097,1,2019,9,10,PTRF,PTRF_DEEP,NA,NA,0.812,17.95202712,-67.32748642,4908769,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,14.93519952,16.76399946,8,AGA AGAR,Agaricia agaricites,1,0,14,4,5,0,0,N,A
PRICO,6098,1,2019,10,4,BDRK,BDRK_SHLW,NA,NA,0.202666667,17.95101837,-67.21421479,4909009,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,SHLW,3.047999902,3.352799893,10,AGA AGAR,Agaricia agaricites,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,6100,1,2019,9,10,AGRF,AGRF_DEEP,NA,NA,0.666,17.95303189,-67.33927754,4922508,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,14.02079955,14.63039953,10,AGA AGAR,Agaricia agaricites,1,0,9,5,1,0,0,N,A
PRICO,6100,1,2019,9,10,AGRF,AGRF_DEEP,NA,NA,0.666,17.95303189,-67.33927754,4922508,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,14.02079955,14.63039953,10,AGA AGAR,Agaricia agaricites,1,0,15,10,14,0,0,PB,A
PRICO,6103,1,2019,11,15,PVMT,PVMT_SHLW,NA,NA,0.164666667,17.94776945,-66.69182713,4944526,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,SHLW,10.05839968,10.66799966,10,AGA AGAR,Agaricia agaricites,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,6107,1,2019,11,15,PTRF,PTRF_DEEP,NA,NA,0.252,17.94977134,-66.70831648,4972019,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,13.10639958,14.02079955,10,AGA AGAR,Agaricia agaricites,1,0,16,11,3,0,30,PB,A
PRICO,6107,1,2019,11,15,PTRF,PTRF_DEEP,NA,NA,0.252,17.94977134,-66.70831648,4972019,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,13.10639958,14.02079955,10,AGA AGAR,Agaricia agaricites,1,0,11,7,1,0,30,PB,A
PRICO,6107,1,2019,11,15,PTRF,PTRF_DEEP,NA,NA,0.252,17.94977134,-66.70831648,4972019,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,13.10639958,14.02079955,10,AGA AGAR,Agaricia agaricites,1,0,8,7,1,0,0,PB,A
PRICO,6107,1,2019,11,15,PTRF,PTRF_DEEP,NA,NA,0.252,17.94977134,-66.70831648,4972019,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,13.10639958,14.02079955,10,AGA AGAR,Agaricia agaricites,1,0,12,10,7,0,0,T,A
PRICO,6112,1,2019,9,10,PTRF,PTRF_DEEP,NA,NA,0.948,17.96511538,-67.32594714,5108350,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,15.84959949,16.15439948,10,AGA AGAR,Agaricia agaricites,1,0,15,9,3,0,0,N,A
PRICO,6112,1,2019,9,10,PTRF,PTRF_DEEP,NA,NA,0.948,17.96511538,-67.32594714,5108350,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,15.84959949,16.15439948,10,AGA AGAR,Agaricia agaricites,1,0,22,21,7,0,0,N,A
PRICO,6114,1,2019,12,29,AGRF,AGRF_SHLW,NA,NA,0.564,17.96532995,-67.0134671,5157186,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,SHLW,3.352799893,3.962399873,10,AGA AGAR,Agaricia agaricites,1,0,12,6,3,0,0,N,A
PRICO,6114,1,2019,12,29,AGRF,AGRF_SHLW,NA,NA,0.564,17.96532995,-67.0134671,5157186,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,SHLW,3.352799893,3.962399873,10,AGA AGAR,Agaricia agaricites,1,0,15,10,3,0,0,N,A
PRICO,6118,1,2019,11,15,AGRF,AGRF_SHLW,NA,NA,0.308666667,17.96720282,-66.73121573,5233486,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,SHLW,3.657599883,4.267199863,10,AGA AGAR,Agaricia agaricites,1,0,7,4,2,10,0,T,A
PRICO,6121,1,2019,11,15,AGRF,AGRF_SHLW,NA,NA,0.396,17.97231331,-66.7434208,5309162,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,SHLW,0.60959998,2.133599932,10,AGA AGAR,Agaricia agaricites,1,0,5,4,1,0,0,N,A
PRICO,6121,1,2019,11,15,AGRF,AGRF_SHLW,NA,NA,0.396,17.97231331,-66.7434208,5309162,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,SHLW,0.60959998,2.133599932,10,AGA AGAR,Agaricia agaricites,1,0,6,4,2,0,0,N,A
PRICO,6122,1,2019,9,10,AGRF,AGRF_DEEP,NA,NA,0.692,17.9791478,-67.32911954,5321685,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,15.5447995,16.45919947,9,AGA AGAR,Agaricia agaricites,1,0,20,12,5,0,0,N,A
PRICO,6122,1,2019,9,10,AGRF,AGRF_DEEP,NA,NA,0.692,17.9791478,-67.32911954,5321685,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,15.5447995,16.45919947,9,AGA AGAR,Agaricia agaricites,1,0,15,9,3,0,0,N,A
PRICO,6122,1,2019,9,10,AGRF,AGRF_DEEP,NA,NA,0.692,17.9791478,-67.32911954,5321685,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,15.5447995,16.45919947,9,AGA AGAR,Agaricia agaricites,1,0,20,17,11,0,0,N,A
PRICO,6122,1,2019,9,10,AGRF,AGRF_DEEP,NA,NA,0.692,17.9791478,-67.32911954,5321685,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,15.5447995,16.45919947,9,AGA AGAR,Agaricia agaricites,1,0,27,17,3,0,0,N,A
PRICO,6124,1,2019,8,21,PTRF,PTRF_DEEP,NA,NA,0.47,17.98325814,-67.33427399,5383612,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,13.71599956,15.23999951,10,AGA AGAR,Agaricia agaricites,1,0,10,5,3,0,0,N,A
PRICO,6124,1,2019,8,21,PTRF,PTRF_DEEP,NA,NA,0.47,17.98325814,-67.33427399,5383612,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,13.71599956,15.23999951,10,AGA AGAR,Agaricia agaricites,1,0,20,18,4,0,0,N,A
PRICO,6125,1,2019,8,21,PTRF,PTRF_DEEP,NA,NA,0.323333333,17.98464172,-67.33756576,5404251,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,13.10639958,14.93519952,10,AGA AGAR,Agaricia agaricites,1,0,6,3,3,0,0,N,A
PRICO,6125,1,2019,8,21,PTRF,PTRF_DEEP,NA,NA,0.323333333,17.98464172,-67.33756576,5404251,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,13.10639958,14.93519952,10,AGA AGAR,Agaricia agaricites,1,0,5,4,2,0,0,N,A
PRICO,6125,1,2019,8,21,PTRF,PTRF_DEEP,NA,NA,0.323333333,17.98464172,-67.33756576,5404251,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,13.10639958,14.93519952,10,AGA AGAR,Agaricia agaricites,1,0,6,3,2,0,0,N,A
PRICO,6126,1,2019,11,15,AGRF,AGRF_SHLW,NA,NA,0.453333333,17.9800098,-66.7065106,5433116,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,SHLW,0.30479999,1.828799941,10,AGA AGAR,Agaricia agaricites,1,0,10,7,1,0,0,N,A
PRICO,6126,1,2019,11,15,AGRF,AGRF_SHLW,NA,NA,0.453333333,17.9800098,-66.7065106,5433116,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,SHLW,0.30479999,1.828799941,10,AGA AGAR,Agaricia agaricites,1,0,5,4,1,0,0,T,A
PRICO,6128,1,2019,8,21,PTRF,PTRF_DEEP,NA,NA,0.251333333,17.98825566,-67.33753191,5459307,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,13.10639958,14.63039953,10,AGA AGAR,Agaricia agaricites,1,0,8,6,3,0,0,N,A
PRICO,6128,1,2019,8,21,PTRF,PTRF_DEEP,NA,NA,0.251333333,17.98825566,-67.33753191,5459307,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,13.10639958,14.63039953,10,AGA AGAR,Agaricia agaricites,1,0,5,3,2,0,0,N,A
PRICO,6128,1,2019,8,21,PTRF,PTRF_DEEP,NA,NA,0.251333333,17.98825566,-67.33753191,5459307,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,13.10639958,14.63039953,10,AGA AGAR,Agaricia agaricites,1,0,11,8,4,0,0,N,A
PRICO,6129,1,2019,8,21,AGRF,AGRF_DEEP,NA,NA,0.897333333,17.99088488,-67.32806482,5500619,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,14.93519952,16.15439948,10,AGA AGAR,Agaricia agaricites,1,0,40,33,2,0,0,N,A
PRICO,6129,1,2019,8,21,AGRF,AGRF_DEEP,NA,NA,0.897333333,17.99088488,-67.32806482,5500619,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,14.93519952,16.15439948,10,AGA AGAR,Agaricia agaricites,1,0,40,10,10,0,0,N,A
PRICO,6129,1,2019,8,21,AGRF,AGRF_DEEP,NA,NA,0.897333333,17.99088488,-67.32806482,5500619,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,14.93519952,16.15439948,10,AGA AGAR,Agaricia agaricites,1,0,30,12,2,70,0,N,A
PRICO,6129,1,2019,8,21,AGRF,AGRF_DEEP,NA,NA,0.897333333,17.99088488,-67.32806482,5500619,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,14.93519952,16.15439948,10,AGA AGAR,Agaricia agaricites,1,0,17,10,2,30,0,N,A
PRICO,6129,1,2019,8,21,AGRF,AGRF_DEEP,NA,NA,0.897333333,17.99088488,-67.32806482,5500619,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,14.93519952,16.15439948,10,AGA AGAR,Agaricia agaricites,1,0,13,9,2,40,0,N,A
PRICO,6129,1,2019,8,21,AGRF,AGRF_DEEP,NA,NA,0.897333333,17.99088488,-67.32806482,5500619,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,14.93519952,16.15439948,10,AGA AGAR,Agaricia agaricites,1,0,10,8,2,20,0,N,A
PRICO,6129,1,2019,8,21,AGRF,AGRF_DEEP,NA,NA,0.897333333,17.99088488,-67.32806482,5500619,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,14.93519952,16.15439948,10,AGA AGAR,Agaricia agaricites,1,0,22,22,2,60,0,N,A
PRICO,6129,1,2019,8,21,AGRF,AGRF_DEEP,NA,NA,0.897333333,17.99088488,-67.32806482,5500619,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,14.93519952,16.15439948,10,AGA AGAR,Agaricia agaricites,1,0,18,13,10,30,0,N,A
PRICO,6137,1,2019,8,11,HARD,HARD_DEEP,NA,NA,0.476666667,18.01161512,-67.37508758,5810209,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,12.19199961,13.10639958,10,AGA AGAR,Agaricia agaricites,1,0,7,4,2,0,0,N,A
PRICO,6137,1,2019,8,11,HARD,HARD_DEEP,NA,NA,0.476666667,18.01161512,-67.37508758,5810209,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,12.19199961,13.10639958,10,AGA AGAR,Agaricia agaricites,1,0,21,7,16,0,0,N,A
PRICO,6137,1,2019,8,11,HARD,HARD_DEEP,NA,NA,0.476666667,18.01161512,-67.37508758,5810209,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,12.19199961,13.10639958,10,AGA AGAR,Agaricia agaricites,1,0,4,3,2,0,0,N,A
PRICO,6137,1,2019,8,11,HARD,HARD_DEEP,NA,NA,0.476666667,18.01161512,-67.37508758,5810209,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,12.19199961,13.10639958,10,AGA AGAR,Agaricia agaricites,1,0,16,6,4,0,0,N,A
PRICO,6137,1,2019,8,11,HARD,HARD_DEEP,NA,NA,0.476666667,18.01161512,-67.37508758,5810209,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,12.19199961,13.10639958,10,AGA AGAR,Agaricia agaricites,1,0,8,2,1,0,0,N,A
PRICO,6137,1,2019,8,11,HARD,HARD_DEEP,NA,NA,0.476666667,18.01161512,-67.37508758,5810209,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,12.19199961,13.10639958,10,AGA AGAR,Agaricia agaricites,1,0,6,3,1,0,0,N,A
PRICO,6137,1,2019,8,11,HARD,HARD_DEEP,NA,NA,0.476666667,18.01161512,-67.37508758,5810209,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,12.19199961,13.10639958,10,AGA AGAR,Agaricia agaricites,1,0,5,3,1,0,0,N,A
PRICO,6137,1,2019,8,11,HARD,HARD_DEEP,NA,NA,0.476666667,18.01161512,-67.37508758,5810209,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,12.19199961,13.10639958,10,AGA AGAR,Agaricia agaricites,1,0,27,19,10,0,0,N,A
PRICO,6137,1,2019,8,11,HARD,HARD_DEEP,NA,NA,0.476666667,18.01161512,-67.37508758,5810209,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,12.19199961,13.10639958,10,AGA AGAR,Agaricia agaricites,1,0,10,7,4,0,0,N,A
PRICO,6137,1,2019,8,11,HARD,HARD_DEEP,NA,NA,0.476666667,18.01161512,-67.37508758,5810209,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,12.19199961,13.10639958,10,AGA AGAR,Agaricia agaricites,1,0,4,3,1,0,0,N,A
PRICO,6137,1,2019,8,11,HARD,HARD_DEEP,NA,NA,0.476666667,18.01161512,-67.37508758,5810209,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,12.19199961,13.10639958,10,AGA AGAR,Agaricia agaricites,1,0,16,15,2,0,0,N,A
PRICO,6137,1,2019,8,11,HARD,HARD_DEEP,NA,NA,0.476666667,18.01161512,-67.37508758,5810209,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,12.19199961,13.10639958,10,AGA AGAR,Agaricia agaricites,1,0,40,30,25,0,0,N,A
PRICO,6137,1,2019,8,11,HARD,HARD_DEEP,NA,NA,0.476666667,18.01161512,-67.37508758,5810209,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,12.19199961,13.10639958,10,AGA AGAR,Agaricia agaricites,1,0,6,4,3,0,0,N,A
PRICO,6137,1,2019,8,11,HARD,HARD_DEEP,NA,NA,0.476666667,18.01161512,-67.37508758,5810209,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,12.19199961,13.10639958,10,AGA AGAR,Agaricia agaricites,1,0,6,5,4,0,0,N,A
PRICO,6137,1,2019,8,11,HARD,HARD_DEEP,NA,NA,0.476666667,18.01161512,-67.37508758,5810209,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,12.19199961,13.10639958,10,AGA AGAR,Agaricia agaricites,1,0,8,6,3,0,0,N,A
PRICO,6137,1,2019,8,11,HARD,HARD_DEEP,NA,NA,0.476666667,18.01161512,-67.37508758,5810209,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,12.19199961,13.10639958,10,AGA AGAR,Agaricia agaricites,1,0,5,3,3,0,0,N,A
PRICO,6137,1,2019,8,11,HARD,HARD_DEEP,NA,NA,0.476666667,18.01161512,-67.37508758,5810209,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,12.19199961,13.10639958,10,AGA AGAR,Agaricia agaricites,1,0,50,40,30,40,0,N,A
PRICO,6137,1,2019,8,11,HARD,HARD_DEEP,NA,NA,0.476666667,18.01161512,-67.37508758,5810209,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,12.19199961,13.10639958,10,AGA AGAR,Agaricia agaricites,1,0,15,10,8,60,0,N,A
PRICO,6137,1,2019,8,11,HARD,HARD_DEEP,NA,NA,0.476666667,18.01161512,-67.37508758,5810209,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,12.19199961,13.10639958,10,AGA AGAR,Agaricia agaricites,1,0,9,5,2,0,0,N,A
PRICO,6140,1,2019,10,4,PTRF,PTRF_SHLW,NA,NA,0.178,18.01831873,-67.26264406,5927441,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,SHLW,5.791199815,6.400799795,10,AGA AGAR,Agaricia agaricites,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,6141,1,2019,8,21,AGRF,AGRF_DEEP,NA,NA,0.636,18.02027232,-67.33062089,5947943,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,15.23999951,18.28799941,10,AGA AGAR,Agaricia agaricites,1,0,90,70,40,50,0,N,A
PRICO,6141,1,2019,8,21,AGRF,AGRF_DEEP,NA,NA,0.636,18.02027232,-67.33062089,5947943,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,15.23999951,18.28799941,10,AGA AGAR,Agaricia agaricites,1,0,5,4,1,0,0,N,A
PRICO,6141,1,2019,8,21,AGRF,AGRF_DEEP,NA,NA,0.636,18.02027232,-67.33062089,5947943,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,15.23999951,18.28799941,10,AGA AGAR,Agaricia agaricites,1,0,5,3,1,0,0,N,A
PRICO,6141,1,2019,8,21,AGRF,AGRF_DEEP,NA,NA,0.636,18.02027232,-67.33062089,5947943,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,15.23999951,18.28799941,10,AGA AGAR,Agaricia agaricites,1,0,21,20,5,0,0,N,A
PRICO,6141,1,2019,8,21,AGRF,AGRF_DEEP,NA,NA,0.636,18.02027232,-67.33062089,5947943,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,15.23999951,18.28799941,10,AGA AGAR,Agaricia agaricites,1,0,43,15,3,0,0,N,A
PRICO,6141,1,2019,8,21,AGRF,AGRF_DEEP,NA,NA,0.636,18.02027232,-67.33062089,5947943,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,15.23999951,18.28799941,10,AGA AGAR,Agaricia agaricites,1,0,18,16,5,0,0,N,A
PRICO,6141,1,2019,8,21,AGRF,AGRF_DEEP,NA,NA,0.636,18.02027232,-67.33062089,5947943,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,15.23999951,18.28799941,10,AGA AGAR,Agaricia agaricites,1,0,13,6,4,0,0,N,A
PRICO,6141,1,2019,8,21,AGRF,AGRF_DEEP,NA,NA,0.636,18.02027232,-67.33062089,5947943,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,15.23999951,18.28799941,10,AGA AGAR,Agaricia agaricites,1,0,11,7,5,0,0,N,A
PRICO,6141,1,2019,8,21,AGRF,AGRF_DEEP,NA,NA,0.636,18.02027232,-67.33062089,5947943,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,15.23999951,18.28799941,10,AGA AGAR,Agaricia agaricites,1,0,30,23,14,0,0,N,A
PRICO,6141,1,2019,8,21,AGRF,AGRF_DEEP,NA,NA,0.636,18.02027232,-67.33062089,5947943,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,15.23999951,18.28799941,10,AGA AGAR,Agaricia agaricites,1,0,17,16,8,0,0,N,A
PRICO,6141,1,2019,8,21,AGRF,AGRF_DEEP,NA,NA,0.636,18.02027232,-67.33062089,5947943,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,15.23999951,18.28799941,10,AGA AGAR,Agaricia agaricites,1,0,45,30,7,0,0,N,A
PRICO,6141,1,2019,8,21,AGRF,AGRF_DEEP,NA,NA,0.636,18.02027232,-67.33062089,5947943,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,15.23999951,18.28799941,10,AGA AGAR,Agaricia agaricites,1,0,14,9,1,0,0,N,A
PRICO,6141,1,2019,8,21,AGRF,AGRF_DEEP,NA,NA,0.636,18.02027232,-67.33062089,5947943,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,15.23999951,18.28799941,10,AGA AGAR,Agaricia agaricites,1,0,8,7,1,0,0,N,A
PRICO,6141,1,2019,8,21,AGRF,AGRF_DEEP,NA,NA,0.636,18.02027232,-67.33062089,5947943,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,15.23999951,18.28799941,10,AGA AGAR,Agaricia agaricites,1,0,19,7,10,0,0,N,A
PRICO,6141,1,2019,8,21,AGRF,AGRF_DEEP,NA,NA,0.636,18.02027232,-67.33062089,5947943,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,15.23999951,18.28799941,10,AGA AGAR,Agaricia agaricites,1,0,38,14,1,20,0,N,A
PRICO,6141,1,2019,8,21,AGRF,AGRF_DEEP,NA,NA,0.636,18.02027232,-67.33062089,5947943,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,15.23999951,18.28799941,10,AGA AGAR,Agaricia agaricites,1,0,9,6,1,80,0,N,A
PRICO,6141,1,2019,8,21,AGRF,AGRF_DEEP,NA,NA,0.636,18.02027232,-67.33062089,5947943,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,15.23999951,18.28799941,10,AGA AGAR,Agaricia agaricites,1,0,24,20,1,50,0,N,A
PRICO,6141,1,2019,8,21,AGRF,AGRF_DEEP,NA,NA,0.636,18.02027232,-67.33062089,5947943,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,15.23999951,18.28799941,10,AGA AGAR,Agaricia agaricites,1,0,29,18,1,60,0,N,A
PRICO,6141,1,2019,8,21,AGRF,AGRF_DEEP,NA,NA,0.636,18.02027232,-67.33062089,5947943,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,15.23999951,18.28799941,10,AGA AGAR,Agaricia agaricites,1,0,24,17,1,0,0,N,A
PRICO,6143,1,2019,8,11,HARD,HARD_DEEP,NA,NA,0.233333333,18.02158131,-67.37830167,5961606,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,18.8975994,20.11679936,10,AGA AGAR,Agaricia agaricites,1,0,12,8,2,0,0,N,A
PRICO,6143,1,2019,8,11,HARD,HARD_DEEP,NA,NA,0.233333333,18.02158131,-67.37830167,5961606,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,18.8975994,20.11679936,10,AGA AGAR,Agaricia agaricites,1,0,7,3,6,0,0,N,A
PRICO,6143,1,2019,8,11,HARD,HARD_DEEP,NA,NA,0.233333333,18.02158131,-67.37830167,5961606,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,18.8975994,20.11679936,10,AGA AGAR,Agaricia agaricites,1,0,10,8,1,0,0,N,A
PRICO,6143,1,2019,8,11,HARD,HARD_DEEP,NA,NA,0.233333333,18.02158131,-67.37830167,5961606,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,18.8975994,20.11679936,10,AGA AGAR,Agaricia agaricites,1,0,15,10,8,0,0,N,A
PRICO,6143,1,2019,8,11,HARD,HARD_DEEP,NA,NA,0.233333333,18.02158131,-67.37830167,5961606,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,18.8975994,20.11679936,10,AGA AGAR,Agaricia agaricites,1,0,9,5,5,0,0,N,A
PRICO,6146,1,2019,10,4,PTRF,PTRF_SHLW,NA,NA,0.646,18.02845885,-67.28521075,6078797,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,SHLW,11.58239963,12.4967996,10,AGA AGAR,Agaricia agaricites,1,0,18,8,1,0,0,N,A
PRICO,6146,1,2019,10,4,PTRF,PTRF_SHLW,NA,NA,0.646,18.02845885,-67.28521075,6078797,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,SHLW,11.58239963,12.4967996,10,AGA AGAR,Agaricia agaricites,1,0,18,14,10,0,0,N,A
PRICO,6146,1,2019,10,4,PTRF,PTRF_SHLW,NA,NA,0.646,18.02845885,-67.28521075,6078797,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,SHLW,11.58239963,12.4967996,10,AGA AGAR,Agaricia agaricites,1,0,11,8,3,0,0,PB,A
PRICO,6155,1,2019,11,25,AGRF,AGRF_DEEP,NA,NA,0.306666667,18.04644432,-67.89243444,6283971,SWPRICO,NA,NA,NA,NA,NA,MONA,NA,DEEP,15.84959949,16.45919947,10,AGA AGAR,Agaricia agaricites,1,0,30,20,15,0,0,N,A
PRICO,6155,1,2019,11,25,AGRF,AGRF_DEEP,NA,NA,0.306666667,18.04644432,-67.89243444,6283971,SWPRICO,NA,NA,NA,NA,NA,MONA,NA,DEEP,15.84959949,16.45919947,10,AGA AGAR,Agaricia agaricites,1,0,28,20,10,0,0,N,A
PRICO,6155,1,2019,11,25,AGRF,AGRF_DEEP,NA,NA,0.306666667,18.04644432,-67.89243444,6283971,SWPRICO,NA,NA,NA,NA,NA,MONA,NA,DEEP,15.84959949,16.45919947,10,AGA AGAR,Agaricia agaricites,1,0,10,7,3,0,0,N,A
PRICO,6155,1,2019,11,25,AGRF,AGRF_DEEP,NA,NA,0.306666667,18.04644432,-67.89243444,6283971,SWPRICO,NA,NA,NA,NA,NA,MONA,NA,DEEP,15.84959949,16.45919947,10,AGA AGAR,Agaricia agaricites,1,0,11,8,3,0,0,N,A
PRICO,6155,1,2019,11,25,AGRF,AGRF_DEEP,NA,NA,0.306666667,18.04644432,-67.89243444,6283971,SWPRICO,NA,NA,NA,NA,NA,MONA,NA,DEEP,15.84959949,16.45919947,10,AGA AGAR,Agaricia agaricites,1,0,10,5,2,0,0,N,A
